央视频道,#genre#
CCTV2,http://58.19.38.233:8888/newlive/live/hls/3/live.m3u8
CCTV2,https://epg.pw/stream/9ae57cd4c14b62284d1867572b5c6d0eb610112cb78cb6bbc286e29f765cc7a5.m3u8
CCTV2,http://221.2.146.228:8888/newlive/live/hls/3/live.m3u8
CCTV2,http://220.163.178.144:8888/tsfile/live/0002_1.m3u8
CCTV3,http://php.jdshipin.com:8880/bst.php?id=cctv38m/8000000
CCTV3,http://60.208.113.114:8001/newlive/live/hls/3/live.m3u8
CCTV3,http://222.173.147.142:8888/newlive/live/hls/4/live.m3u8
CCTV3,http://101.71.176.182:8888/newlive/live/hls/4/live.m3u8
CCTV3,http://58.248.84.148:8888/newlive/live/hls/4/live.m3u8
CCTV3,http://183.134.3.22:8888/newlive/live/hls/4/live.m3u8
CCTV3,http://60.211.167.226:8888/newlive/live/hls/4/live.m3u8
CCTV3,http://222.188.68.38:8888/newlive/live/hls/4/live.m3u8
CCTV3,https://epg.pw/stream/7361b754ebaf0853cb863bc4a3af9233d23c74c0e46a0aa7190d44f0389e0822.m3u8
CCTV3,http://111.207.22.10:8888/newlive/live/hls/4/live.m3u8
CCTV3,http://221.2.146.228:8888/newlive/live/hls/4/live.m3u8
CCTV3,http://112.6.117.141:9901/tsfile/live/0003_1.m3u8
CCTV3,http://125.210.152.19:9123/live/hzgq-cctv3gq-h264.m3u8
CCTV3,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/cctv38m/8000000/mnf.m3u8
CCTV3,http://58.19.38.233:8888/newlive/live/hls/4/live.m3u8
CCTV4,http://183.134.3.22:8888/newlive/live/hls/5/live.m3u8
CCTV4,http://php.jdshipin.com:8880/bst.php?id=cctv4hd/4000000
CCTV4,https://epg.pw/stream/5ea26961bbc8690cbd372a194e8801249644123feab6354e1f2cdd2b8a0026ca.m3u8
CCTV4,http://222.173.147.142:8888/newlive/live/hls/5/live.m3u8
CCTV4,http://58.248.84.148:8888/newlive/live/hls/5/live.m3u8
CCTV4,http://60.211.167.226:8888/newlive/live/hls/5/live.m3u8
CCTV4,http://222.189.51.62:8888/newlive/live/hls/4/live.m3u8
CCTV4,http://222.188.68.38:8888/newlive/live/hls/5/live.m3u8
CCTV4,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV4,http://111.207.22.10:8888/newlive/live/hls/5/live.m3u8
CCTV4,http://101.71.176.182:8888/newlive/live/hls/5/live.m3u8
CCTV4,http://125.210.152.19:9123/live/hzgq-cctv4gq-h264.m3u8
CCTV4,https://turkmedya-live.ercdn.net/tv4/tv4_720p.m3u8
CCTV4,https://epg.pw/stream/14061ea886df6edfb76d8015ef8df852acbce8d4d862909db2279d3b3387cd9c.m3u8
CCTV4,https://live.goodiptv.club/api/cqyx.php?id=CCTV4K
CCTV5,http://gmxw.7766.org:808/hls/93/index.m3u8
CCTV5,http://60.208.113.114:8001/newlive/live/hls/6/live.m3u8
CCTV5,http://php.jdshipin.com:8880/bst.php?id=cctv5hd/4000000
CCTV5,http://php.jdshipin.com:8880/bst.php?id=cctv5phd/4000000
CCTV5,http://60.208.113.114:8001/newlive/live/hls/5/live.m3u8
CCTV5,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022576303.m3u8
CCTV5,http://125.210.152.19:9123/live/hzgq-cctv5gq-h264.m3u8
CCTV5,http://222.173.147.142:8888/newlive/live/hls/6/live.m3u8
CCTV5,http://58.248.84.148:8888/newlive/live/hls/6/live.m3u8
CCTV5,http://60.211.167.226:8888/newlive/live/hls/6/live.m3u8
CCTV5,http://222.173.147.142:8888/newlive/live/hls/7/live.m3u8
CCTV5,http://101.71.176.182:8888/newlive/live/hls/6/live.m3u8
CCTV5,http://218.13.170.98:9901/tsfile/live/0005_1.m3u8
CCTV5,http://39.165.35.152:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://222.188.68.38:8888/newlive/live/hls/6/live.m3u8
CCTV6,http://222.173.147.142:8888/newlive/live/hls/8/live.m3u8
CCTV6,http://125.210.152.19:9123/live/hzgq-cctv6gq-h264.m3u8
CCTV6,http://101.71.176.182:8888/newlive/live/hls/8/live.m3u8
CCTV6,http://58.248.84.148:8888/newlive/live/hls/7/live.m3u8
CCTV6,http://60.211.167.226:8888/newlive/live/hls/8/live.m3u8
CCTV6,http://222.188.68.38:8888/newlive/live/hls/7/live.m3u8
CCTV6,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022574301.m3u8
CCTV6,http://124.116.183.146:9901/tsfile/live/0006_1.m3u8
CCTV6,http://211.142.218.74:9901/iptv/movie/cctv6.mp4?key=txiptv
CCTV6,http://221.1.210.106:8053/tsfile/live/0006_1.m3u8
CCTV6,http://121.23.184.27:808/hls/6/index.m3u8
CCTV6,http://gmxw.7766.org:808/hls/94/index.m3u8
CCTV6,http://58.19.38.233:8888/newlive/live/hls/8/live.m3u8
CCTV6,http://36.96.38.246:8888/newlive/live/hls/8/live.m3u8
CCTV6,http://110.52.99.109:9901/tsfile/live/faacts/1005_1.m3u8
CCTV7,http://60.208.113.114:8001/newlive/live/hls/8/live.m3u8
CCTV7,http://222.173.147.142:8888/newlive/live/hls/9/live.m3u8
CCTV7,http://58.248.84.148:8888/newlive/live/hls/8/live.m3u8
CCTV7,https://epg.pw/stream/085cc8320b47039f91c89f261b3bde134c04438bf58155988cdd2120c8ae5c1c.m3u8
CCTV7,http://60.211.167.226:8888/newlive/live/hls/9/live.m3u8
CCTV7,http://113.57.109.36:9901/tsfile/live/0007_1.m3u8
CCTV7,http://183.134.3.22:8888/newlive/live/hls/8/live.m3u8
CCTV7,http://222.188.68.38:8888/newlive/live/hls/8/live.m3u8
CCTV7,http://php.jdshipin.com:8880/bst.php?id=cctv7hd8m/8000000
CCTV7,http://219.135.208.218:8083/tsfile/live/0007_1.m3u8
CCTV7,http://111.207.22.10:8888/newlive/live/hls/9/live.m3u8
CCTV7,http://124.116.183.146:9901/tsfile/live/0007_1.m3u8
CCTV7,http://125.210.152.19:9123/live/hzgq-cctv7gq-h264.m3u8
CCTV7,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/cctv7hd8m/8000000/mnf.m3u8
CCTV7,http://58.19.38.233:8888/newlive/live/hls/9/live.m3u8
CCTV8,http://60.208.113.114:8001/newlive/live/hls/9/live.m3u8
CCTV8,http://222.173.147.142:8888/newlive/live/hls/10/live.m3u8
CCTV8,http://101.71.176.182:8888/newlive/live/hls/10/live.m3u8
CCTV8,http://58.248.84.148:8888/newlive/live/hls/9/live.m3u8
CCTV8,http://113.57.109.36:9901/tsfile/live/0008_1.m3u8
CCTV8,http://183.134.3.22:8888/newlive/live/hls/9/live.m3u8
CCTV8,http://60.211.167.226:8888/newlive/live/hls/10/live.m3u8
CCTV8,http://222.188.68.38:8888/newlive/live/hls/9/live.m3u8
CCTV8,http://php.jdshipin.com:8880/bst.php?id=cctv8hd/4000000
CCTV8,https://epg.pw/stream/9e5ef6be8ac32d23db431bdc8d9d49531b4bdf96d53db08dd102919b70f12e88.m3u8
CCTV8,http://111.207.22.10:8888/newlive/live/hls/10/live.m3u8
CCTV8,http://221.2.146.228:8888/newlive/live/hls/9/live.m3u8
CCTV8,http://221.210.64.165:2233/hls/15/index.m3u8
CCTV8,http://125.210.152.19:9123/live/hzgq-cctv8gq-h264.m3u8
CCTV8,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022576103.m3u8
CCTV9,http://58.19.38.233:8888/newlive/live/hls/11/live.m3u8
CCTV9,http://php.jdshipin.com:8880/bst.php?id=cctv9hd8m/8000000
CCTV9,http://60.208.113.114:8001/newlive/live/hls/10/live.m3u8
CCTV9,http://222.173.147.142:8888/newlive/live/hls/11/live.m3u8
CCTV9,http://58.248.84.148:8888/newlive/live/hls/10/live.m3u8
CCTV9,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022576003.m3u8
CCTV9,http://113.57.109.36:9901/tsfile/live/0009_1.m3u8
CCTV9,http://183.134.3.22:8888/newlive/live/hls/10/live.m3u8
CCTV9,http://60.211.167.226:8888/newlive/live/hls/11/live.m3u8
CCTV9,http://222.189.51.62:8888/newlive/live/hls/9/live.m3u8
CCTV9,https://epg.pw/stream/468810bb8a5aea0738c0e707e4b0ed227aeb431a11a977aa1a43fd542997f525.m3u8
CCTV9,http://111.207.22.10:8888/newlive/live/hls/11/live.m3u8
CCTV9,http://221.210.64.165:2233/hls/16/index.m3u8
CCTV9,http://221.2.146.228:8888/newlive/live/hls/10/live.m3u8
CCTV9,http://125.210.152.19:9123/live/hzgq-cctvjlgq-h264.m3u8
CCTV10,http://222.188.68.38:8888/newlive/live/hls/11/live.m3u8
CCTV10,http://60.208.113.114:8001/newlive/live/hls/11/live.m3u8
CCTV10,http://183.134.3.22:8888/newlive/live/hls/11/live.m3u8
CCTV10,https://epg.pw/stream/6ef5ffbb8c7555a1beee3d70767d5f42614470f8a2b7344cc478e75a0fe444a1.m3u8
CCTV10,http://222.173.147.142:8888/newlive/live/hls/12/live.m3u8
CCTV10,http://125.210.152.19:9123/live/hzgq-cctv10gq-h264.m3u8
CCTV10,http://58.248.84.148:8888/newlive/live/hls/11/live.m3u8
CCTV10,http://113.57.109.36:9901/tsfile/live/0010_1.m3u8
CCTV10,http://60.211.167.226:8888/newlive/live/hls/12/live.m3u8
CCTV10,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022573003.m3u8
CCTV10,http://php.jdshipin.com:8880/bst.php?id=cctv10hd/4000000
CCTV10,http://222.189.51.62:8888/newlive/live/hls/10/live.m3u8
CCTV10,http://111.207.22.10:8888/newlive/live/hls/12/live.m3u8
CCTV10,http://121.23.184.27:808/hls/10/index.m3u8
CCTV10,http://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/25137bd7c4494128bf0cba271974928f/1200.m3u8
CCTV11,http://60.208.113.114:8001/newlive/live/hls/12/live.m3u8
CCTV11,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022575903.m3u8
CCTV11,http://222.173.147.142:8888/newlive/live/hls/13/live.m3u8
CCTV11,http://125.210.152.19:9123/live/hzgq-cctv11gq-h264.m3u8
CCTV11,http://58.248.84.148:8888/newlive/live/hls/12/live.m3u8
CCTV11,http://218.13.170.98:9901/tsfile/live/0011_1.m3u8
CCTV11,http://60.211.167.226:8888/newlive/live/hls/13/live.m3u8
CCTV11,http://222.188.68.38:8888/newlive/live/hls/12/live.m3u8
CCTV11,http://php.jdshipin.com:8880/bst.php?id=cctv11hd8m/8000000
CCTV11,http://101.71.176.182:8888/newlive/live/hls/13/live.m3u8
CCTV11,http://111.207.22.10:8888/newlive/live/hls/13/live.m3u8
CCTV11,http://183.134.3.22:8888/newlive/live/hls/12/live.m3u8
CCTV11,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/cctv11hd8m/8000000/mnf.m3u8
CCTV11,http://58.19.38.233:8888/newlive/live/hls/13/live.m3u8
CCTV11,http://221.2.146.228:8888/newlive/live/hls/12/live.m3u8
CCTV12,http://221.2.146.228:8888/newlive/live/hls/13/live.m3u8
CCTV12,http://60.208.113.114:8001/newlive/live/hls/13/live.m3u8
CCTV12,http://222.173.147.142:8888/newlive/live/hls/14/live.m3u8
CCTV12,http://58.248.84.148:8888/newlive/live/hls/13/live.m3u8
CCTV12,http://60.211.167.226:8888/newlive/live/hls/14/live.m3u8
CCTV12,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022575803.m3u8
CCTV12,http://113.57.109.36:9901/tsfile/live/0012_1.m3u8
CCTV12,http://222.189.51.62:8888/newlive/live/hls/12/live.m3u8
CCTV12,http://222.188.68.38:8888/newlive/live/hls/13/live.m3u8
CCTV12,http://php.jdshipin.com:8880/bst.php?id=cctv12hd8m/8000000
CCTV12,http://111.207.22.10:8888/newlive/live/hls/14/live.m3u8
CCTV12,http://125.210.152.19:9123/live/hzgq-cctv12gq-h264.m3u8
CCTV12,http://cfss.cc/api/ysp/cctv12.m3u8
CCTV12,http://58.19.38.233:8888/newlive/live/hls/14/live.m3u8
CCTV12,http://36.96.38.246:8888/newlive/live/hls/14/live.m3u8
CCTV13,http://gmxw.7766.org:808/hls/31/index.m3u8
CCTV13,https://epg.pw/stream/40a9e2982bc945aca7ceebc0664c69c3da53d8b7169e7edee6383656ab72004b.m3u8
CCTV13,http://221.2.146.228:8888/newlive/live/hls/14/live.m3u8
CCTV13,http://60.208.113.114:8001/newlive/live/hls/14/live.m3u8
CCTV13,http://222.173.147.142:8888/newlive/live/hls/15/live.m3u8
CCTV13,http://58.248.84.148:8888/newlive/live/hls/14/live.m3u8
CCTV13,http://60.211.167.226:8888/newlive/live/hls/15/live.m3u8
CCTV13,http://183.134.3.22:8888/newlive/live/hls/14/live.m3u8
CCTV13,http://113.57.109.36:9901/tsfile/live/0013_1.m3u8
CCTV13,http://222.189.51.62:8888/newlive/live/hls/13/live.m3u8
CCTV13,http://222.188.68.38:8888/newlive/live/hls/14/live.m3u8
CCTV13,http://58.220.219.14:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13,http://39.165.35.152:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13,http://222.137.231.41:808/hls/13/index.m3u8
CCTV13,http://218.13.170.98:9901/tsfile/live/0013_1.m3u8
CCTV14,http://60.208.113.114:8001/newlive/live/hls/15/live.m3u8
CCTV14,http://183.134.3.22:8888/newlive/live/hls/15/live.m3u8
CCTV14,http://221.2.146.228:8888/newlive/live/hls/15/live.m3u8
CCTV14,http://222.173.147.142:8888/newlive/live/hls/16/live.m3u8
CCTV14,http://125.210.152.19:9123/live/hzgq-cctvsegq-h264.m3u8
CCTV14,http://58.248.84.148:8888/newlive/live/hls/15/live.m3u8
CCTV14,http://113.57.109.36:9901/tsfile/live/0014_1.m3u8
CCTV14,https://epg.pw/stream/81b7797c31f3ca9a91e207b707f88027d93cf50d35999fc2e33c24e9bf30d709.m3u8
CCTV14,http://60.211.167.226:8888/newlive/live/hls/16/live.m3u8
CCTV14,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022575603.m3u8
CCTV14,http://222.188.68.38:8888/newlive/live/hls/15/live.m3u8
CCTV14,http://222.189.51.62:8888/newlive/live/hls/14/live.m3u8
CCTV14,http://php.jdshipin.com:8880/bst.php?id=cctvsehd/4000000
CCTV14,http://111.207.22.10:8888/newlive/live/hls/16/live.m3u8
CCTV14,http://121.23.184.27:808/hls/14/index.m3u8
CCTV15,http://60.208.113.114:8001/newlive/live/hls/16/live.m3u8
CCTV15,http://222.173.147.142:8888/newlive/live/hls/17/live.m3u8
CCTV15,http://125.210.152.19:9123/live/hzgq-cctvmusicgq-h264.m3u8
CCTV15,http://183.134.3.22:8888/newlive/live/hls/16/live.m3u8
CCTV15,http://58.248.84.148:8888/newlive/live/hls/16/live.m3u8
CCTV15,http://60.211.167.226:8888/newlive/live/hls/17/live.m3u8
CCTV15,http://113.57.109.36:9901/tsfile/live/0015_1.m3u8
CCTV15,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022575503.m3u8
CCTV15,http://php.jdshipin.com:8880/bst.php?id=cctv15hd8m/8000000
CCTV15,http://111.207.22.10:8888/newlive/live/hls/17/live.m3u8
CCTV15,http://58.19.38.233:8888/newlive/live/hls/17/live.m3u8
CCTV15,http://101.71.176.182:8888/newlive/live/hls/17/live.m3u8
CCTV15,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/cctv15hd8m/8000000/mnf.m3u8
CCTV15,http://221.2.146.228:8888/newlive/live/hls/16/live.m3u8
CCTV15,http://36.96.38.246:8888/newlive/live/hls/17/live.m3u8
CCTV16,http://php.jdshipin.com:8880/bst.php?id=cctv16hd4k8m/15000000
CCTV16,http://gmxw.7766.org:808/hls/169/index.m3u8
CCTV16,http://125.210.152.19:9123/live/hzgq-cctv16gq-h264.m3u8
CCTV16,https://epg.pw/stream/9eeb49b6d1048ea7c05421a7409300f43ed5695e937a78feb1cc9eb1cb4de5b4.m3u8
CCTV16,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022575103.m3u8
CCTV16,http://php.jdshipin.com:8880/bst.php?id=cctv16hd8m/8000000
CCTV16,http://27.17.217.58:9100/rtp/239.69.1.13:9718
CCTV16,https://live.goodiptv.club/api/cqyx.php?id=CCTV16_4K
CCTV16,http://api2.52tb.xyz/info?id=18&token=20230326xflvzc
CCTV16,https://live.goodiptv.club/api/bestv.php?id=cctv16hd8m/8000000
CCTV16,http://cfss.cc/api/ysp/cctv16.m3u8
CCTV16,http://222.189.51.62:8888/newlive/live/hls/16/live.m3u8
CCTV16,http://222.188.68.38:8888/newlive/live/hls/17/live.m3u8
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV17,http://60.208.113.114:8001/newlive/live/hls/17/live.m3u8
CCTV17,http://gmxw.7766.org:808/hls/35/index.m3u8
CCTV17,http://125.210.152.19:9123/live/hzgq-cctv17gq-h264.m3u8
CCTV17,http://222.188.68.38:8888/newlive/live/hls/18/live.m3u8
CCTV17,http://222.189.51.62:8888/newlive/live/hls/17/live.m3u8
CCTV17,http://php.jdshipin.com:8880/bst.php?id=cctv17hd8m/8000000
CCTV17,https://epg.pw/stream/dddefc79612b67b3cf82b2c6e138c410f87628a60ce50a269f6e8dec056c23a8.m3u8
CCTV17,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022575303.m3u8
CCTV17,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/cctv17hd8m/8000000/mnf.m3u8
CCTV17,http://159.75.85.63:5678/zb.php?id=douyin

卫视频道,#genre#
江西卫视,http://60.208.113.114:8001/newlive/live/hls/38/live.m3u8
江西卫视,http://php.jdshipin.com:8880/bst.php?id=jxwshd/4000000
江西卫视,http://222.173.147.142:8888/newlive/live/hls/42/live.m3u8
江西卫视,http://222.189.51.62:8888/newlive/live/hls/45/live.m3u8
江西卫视,http://58.248.84.148:8888/newlive/live/hls/39/live.m3u8
江西卫视,http://222.188.68.38:8888/newlive/live/hls/36/live.m3u8
江西卫视,http://60.211.167.226:8888/newlive/live/hls/47/live.m3u8
江西卫视,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000294103.m3u8
江西卫视,http://111.207.22.10:8888/newlive/live/hls/47/live.m3u8
江西卫视,http://221.2.146.228:8888/newlive/live/hls/38/live.m3u8
江西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225764/index.m3u8
江西卫视,http://125.210.152.19:9123/live/hzgq-jxwsgq-h264.m3u8
江西卫视,http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8
江西卫视,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/jxws8m/8000000/mnf.m3u8
江西卫视,http://36.96.38.246:8888/newlive/live/hls/46/live.m3u8
新疆卫视,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2019927403.m3u8
新疆卫视,http://125.210.152.19:9123/live/hszx-xjtv-h264.m3u8
新疆卫视,http://222.173.147.142:8888/newlive/live/hls/54/live.m3u8
新疆卫视,http://218.13.170.98:9901/tsfile/live/0110_1.m3u8
新疆卫视,http://60.211.167.226:8888/newlive/live/hls/37/live.m3u8
新疆卫视,http://58.220.219.14:9901/tsfile/live/0120_6.m3u8?key=txiptv
新疆卫视,http://php.jdshipin.com:8880/bst.php?id=xjws/1300000
新疆卫视,http://221.2.36.34:8888/newlive/live/hls/38/live.m3u8
新疆卫视,http://58.19.38.233:8888/newlive/live/hls/38/live.m3u8
新疆卫视,http://111.207.22.10:8888/newlive/live/hls/38/live.m3u8
新疆卫视,http://222.189.51.62:8888/newlive/live/hls/38/live.m3u8
新疆卫视,http://221.2.146.228:8888/newlive/live/hls/45/live.m3u8
新疆卫视,http://106.124.91.222:9901/tsfile/live/21212_1.m3u8
新疆卫视,http://36.96.38.246:8888/newlive/live/hls/38/live.m3u8
新疆卫视,http://113.12.72.152:9901/tsfile/live/1036_1.m3u8
广东卫视,https://skype.serv00.net/itouch.php?id=gdws
广东卫视,http://php.jdshipin.com:8880/bst.php?id=gdwshd/4000000
广东卫视,http://113.57.109.36:9901/tsfile/live/0125_1.m3u8
广东卫视,http://60.208.113.114:8001/newlive/live/hls/30/live.m3u8
广东卫视,http://58.248.84.148:8888/newlive/live/hls/19/live.m3u8
广东卫视,http://61.182.33.218:8000/hls/23/index.m3u8
广东卫视,http://125.210.152.19:9123/live/hzgq-gdwsgq-h264.m3u8
广东卫视,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000292703.m3u8
广东卫视,http://60.211.167.226:8888/newlive/live/hls/21/live.m3u8
广东卫视,http://222.188.68.38:8888/newlive/live/hls/43/live.m3u8
广东卫视,http://222.189.51.62:8888/newlive/live/hls/21/live.m3u8
广东卫视,http://183.134.3.22:8888/newlive/live/hls/20/live.m3u8
广东卫视,https://epg.pw/stream/88869bbe44812d4aec4de520feed223e11c309bbe9fb7024556de45e3fa92383.m3u8
广东卫视,http://111.207.22.10:8888/newlive/live/hls/21/live.m3u8
广东卫视,http://1.30.18.218:20080/hls/59/index.m3u8
甘肃卫视,https://epg.pw/stream/73319822d5078059b543b458e4eb3760836cb84d344abe736bd4279968b8df78.ctv
甘肃卫视,http://58.248.84.148:8888/newlive/live/hls/34/live.m3u8
甘肃卫视,http://61.182.33.218:8000/hls/39/index.m3u8
甘肃卫视,http://101.71.176.182:8888/newlive/live/hls/36/live.m3u8
甘肃卫视,http://222.173.147.142:8888/newlive/live/hls/55/live.m3u8
甘肃卫视,http://125.210.152.19:9123/live/hszx-gstv-h264.m3u8
甘肃卫视,http://222.188.68.38:8888/newlive/live/hls/56/live.m3u8
甘肃卫视,http://183.134.3.22:8888/newlive/live/hls/35/live.m3u8
甘肃卫视,http://php.jdshipin.com:8880/bst.php?id=gswshd8m/8000000
甘肃卫视,http://222.189.51.62:8888/newlive/live/hls/36/live.m3u8
甘肃卫视,http://218.13.170.98:9901/tsfile/live/0141_1.m3u8
甘肃卫视,http://58.19.38.233:8888/newlive/live/hls/36/live.m3u8
甘肃卫视,http://111.207.22.10:8888/newlive/live/hls/36/live.m3u8
甘肃卫视,http://36.96.38.246:8888/newlive/live/hls/36/live.m3u8
贵州卫视,http://php.jdshipin.com:8880/bst.php?id=gzwshd8m/8000000
贵州卫视,http://60.208.113.114:8001/newlive/live/hls/32/live.m3u8
贵州卫视,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000293303.m3u8
贵州卫视,http://222.188.68.38:8888/newlive/live/hls/51/live.m3u8
贵州卫视,http://222.173.147.142:8888/newlive/live/hls/41/live.m3u8
贵州卫视,http://60.211.167.226:8888/newlive/live/hls/29/live.m3u8
贵州卫视,http://183.134.3.22:8888/newlive/live/hls/28/live.m3u8
贵州卫视,http://125.210.152.19:9123/live/hszx-gztv-h264.m3u8
贵州卫视,http://222.189.51.62:8888/newlive/live/hls/29/live.m3u8
贵州卫视,http://222.188.68.38:8888/newlive/live/hls/57/live.m3u8
贵州卫视,http://111.207.22.10:8888/newlive/live/hls/29/live.m3u8
贵州卫视,http://110.53.191.212:9901/tsfile/live/0120_1.m3u8
贵州卫视,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/gzwshd8m/8000000/mnf.m3u8
贵州卫视,http://58.19.38.233:8888/newlive/live/hls/29/live.m3u8
贵州卫视,http://221.2.146.228:8888/newlive/live/hls/32/live.m3u8
深圳卫视,http://221.2.146.228:8888/newlive/live/hls/27/live.m3u8
深圳卫视,http://113.57.109.36:9901/tsfile/live/0126_1.m3u8
深圳卫视,http://60.208.113.114:8001/newlive/live/hls/27/live.m3u8
深圳卫视,http://125.210.152.19:9123/live/hzgq-szwsgq-h264.m3u8
深圳卫视,http://60.211.167.226:8888/newlive/live/hls/28/live.m3u8
深圳卫视,http://222.188.68.38:8888/newlive/live/hls/45/live.m3u8
深圳卫视,http://222.189.51.62:8888/newlive/live/hls/28/live.m3u8
深圳卫视,http://183.134.3.22:8888/newlive/live/hls/27/live.m3u8
深圳卫视,http://58.220.219.14:9901/tsfile/live/0126_1.m3u8?key=txiptv
深圳卫视,http://111.207.22.10:8888/newlive/live/hls/28/live.m3u8
深圳卫视,http://gmxw.7766.org:808/hls/45/index.m3u8
深圳卫视,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/szwshd8m/8000000/mnf.m3u8
深圳卫视,http://58.19.38.233:8888/newlive/live/hls/28/live.m3u8
深圳卫视,http://php.jdshipin.com:8880/bst.php?id=szwshd/4000000
深圳卫视,http://36.96.38.246:8888/newlive/live/hls/28/live.m3u8
